cod_localidad,id_provincia,id_departamento,categoria,provincia,departamento,localidad,nombre,direccion,piso,cp,web,latitud,longitud,tipo_latitud_longitud,fuente,sector,pantallas,butacas,tipo_de_gestion,espacio_incaa,año_actualizacion
26035030,26,26035,Salas de cine,Chubut,Futaleufu,Esquel,Auditorio Municipal De Esquel,Belgrano 330,,9200,https://www.facebook.com/CulturaEsquel/,-42.914332,-71.33242,Precisa,INCAA / SInCA,Cine,1,243,Pública,No,2022
26007020,26,26007,Salas de cine,Chubut,Biedma,Puerto Madryn,Sociedad Italiana - Auditorium Puerto Madryn,28 De Julio 129,,9120,http://www.cinemadryn.com/,-42.766251,-65.035369,Precisa,INCAA / SInCA,Cine,2,486,Privada,No,2022
26077030,26,26077,Salas de cine,Chubut,Rawson,Rawson,Centro Cultural Jose Hernandez,Dr. Jorge Galina S/N y Mitre,,9103,,-43.299858,-65.099487,Precisa,INCAA / SInCA,Cine,1,400,Privada,Si,2022
26077040,26,26077,Salas de cine,Chubut,Rawson,Trelew,Coliseo,Belgrano 375,Piso 1,9100,,-43.252784,-65.307667,Precisa,INCAA / SInCA,Cine,1,380,Privada,No,2022
26077040,26,26077,Salas de cine,Chubut,Rawson,Trelew,Espacio INCAA Km 1460,9 De Julio 655,,9100,Facebook: Espacio INCAA Trelew,-43.253461,-65.316231,Precisa,INCAA / SInCA,Cine,1,100,Pública,Si,2022
26035060,26,26035,Salas de cine,Chubut,Futaleufu,Trevelin,Salon Municipal de Cine,28 De Julio 414,,9203,,-43.079516,-71.463135,Precisa,INCAA / SInCA,Cine,1,150,Pública,Si,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Angeba,Lavalle 750,Loc 101,1047,,-34.6024845,-58.3773438,Precisa,INCAA / SInCA,Cine,4,100,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Arte Multiplex,Av. Cabildo 2829,,1428,https://www.multiplex.com.ar/,-34.55597,-58.461705,Precisa,INCAA / SInCA,Cine,5,792,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Atlas Caballito,Av. Rivadavia 5071,,1424,https://www.villagecines.com/,-34.618581,-58.437367,Precisa,INCAA / SInCA,Cine,9,1769,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Atlas La Rural,Juncal 4431,,1425,www.atlascines.com,-34.5776958,-58.4211033,Precisa,INCAA / SInCA,Cine,1,130,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Atlas Liniers,Ramón L. Falcón 7115,,1408,www.atlascines.com,-34.6401748,-58.5266769,Precisa,INCAA / SInCA,Cine,4,460,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Atlas Paseo Alcorta,Jeronimo Salguero 3172,,1425,cineatlasweb.com.ar,-34.575385,-58.403997,Precisa,INCAA / SInCA,Cine,3,432,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Atlas Patio Bullrich,Posadas 1245,,1001,cineatlasweb.com.ar,-34.588095,-58.383485,Precisa,INCAA / SInCA,Cine,3,585,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Atlas Rivera Indarte,Rivera Indarte 44,,1406,cineatlasweb.com.ar,-34.629368,-58.462523,Precisa,INCAA / SInCA,Cine,5,1263,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Belgrano Multiplex,Vuelta De Obligado 2238,,1428,https://www.multiplex.com.ar/,-34.560503,-58.456499,Precisa,INCAA / SInCA,Cine,8,2314,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Centro Cultural San Martín Sala 1 y 2,Sarmiento 1551,5 subsuelo,1042,https://elculturalsanmartin.ar/cine/,-34.605014,-58.3887091,Precisa,INCAA / SInCA,Cine,2,192,Pública,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cine Amigos Del Bellas Artes,Av. Pte. Figueroa Alcorta 2280,,1425,https://www.facebook.com/amigosdelbellasartes,-34.583511,-58.392686,Precisa,INCAA / SInCA,Cine,1,235,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cine Box,Laprida 1423,,1425,,-34.592435,-58.405847,Precisa,INCAA / SInCA,Cine,2,40,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cine del Recuerdo,Av. Juan de Garay 1267,,1153,,-34.626836,-58.383669,Precisa,INCAA / SInCA,Cine,1,85,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cine Popular HQ,Moreno 2654,,1094,https://www.facebook.com/CulturaATENac/,-34.6135315,-58.4036714,Precisa,INCAA / SInCA,Cine,1,158,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cine San Francisco,Av. Gral. Paz 10652,,1408,,-34.6399054,-58.5288246,Precisa,INCAA / SInCA,Cine,1,40,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinema Devoto,Jose Pedro Varela 4866,,1417,https://cinemadevoto.com.ar/,-34.611658,-58.516928,Precisa,INCAA / SInCA,Cine,8,1908,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinemark Caballito,Av. La Plata 96,,1184,https://www.cinemarkhoyts.com.ar,-34.616128,-58.428999,Precisa,INCAA / SInCA,Cine,6,898,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinemark Palermo,Beruti 3399,,1425,https://www.cinemarkhoyts.com.ar,-34.586565,-58.410421,Precisa,INCAA / SInCA,Cine,10,1738,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinemark Puerto Madero,Av. Alicia M De Justo 1920,,1107,https://www.cinemarkhoyts.com.ar,-34.622186,-58.365288,Precisa,INCAA / SInCA,Cine,8,1379,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Cinepolis Recoleta,Vicente Lopez 2050,,1128,https://www.villagecines.com/,-34.58922,-58.392976,Precisa,INCAA / SInCA,Cine,10,1776,Privada,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Complejo Cultural 25 de Mayo,Av. Triunvirato 4444,,1431,https://cc25.org/,-34.5763369,-58.4836525,Precisa,INCAA / SInCA,Cine,1,500,Pública,No,2022
02000010,02,02000,Salas de cine,Ciudad Autónoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Eden - Sala 2,Santa Fe 1825,,1123,,-34.595832,-58.393655,Precisa,INCAA / SInCA,Cine,1,30,Privada,No,2022
